dokument nr,navn,"format (vidnesbyrd, breve, bøger,Soliloquies, Biographical Sketches",årstal,måned,dag,afsenderby,modtager,modtagerby,incomplete,antal kapitler,"""bog""",tilføjelser,oversætter,,religiøse oplevelser,genre-forkortelser
441,"441. To Don Alvaro de Mendoza, Palencia",letter,1582,4,13,Burgos,Don Alvaro de Mendoza,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
442,"442. To Don Fadrique Alvarez de Toledo, Alba",letter,1582,4,18,Burgos,Don Fadrique Alvarez de Toledo,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
443,"443. To Madre Ana de los Angeles, Toledo",letter,1582,4,23,Burgos,Madre Ana de los Angeles,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
444,"444. To Sister Leonor de la Misericordia, Soria",letter,1582,5,6,Burgos,Sister Leonor de la Misericordia,Soria,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
445,"445. To Don Pedro Manso, Burgos",letter,1582,5,7,Burgos,Don Pedro Manso,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
446,"446. To Don Pedro Juan de Casademonte, Madrid",letter,1582,5,14,Burgos,Don Pedro Juan de Casademonte,Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
447,"447. To Padre Jerónimo Gracián, Soria (?)",letter,1582,5,14,Burgos,Padre Jerónimo Gracián,Soria ,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
448,"448. To Roque de Huerta, Madrid",letter,1582,5,14,Burgos,Roque de Huerta,Madrid,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
449,"449. To Sister Leonor de la Misericordia, Soria",letter,1582,5,15,Burgos,Sister Leonor de la Misericordia,Soria,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
450,"450. To Don Jerónimo Reinoso, Palencia",letter,1582,5,20,Burgos,Don Jerónimo Reinoso,Palencia,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
451,"451. To Madre Ana de Jesús, Granada",letter,1582,5,30,Burgos,Madre Ana de Jesús,Granada,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
452,452. To the Discalced Carmelite Nuns in Toledo,letter,1582,6,NA,Burgos,the Discalced Carmelite Nuns in Toledo,Toledo,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
453,"453. To Dionisio Ruiz de la Peña, Madrid",letter,1582,6,4,Burgos,Dionisio Ruiz de la Peña, Madrid,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
454,"454. To Padre Jerónimo Gracián, La Roda",letter,1582,6,25,Burgos,Padre Jerónimo Gracián,La Roda,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
455,"455. To Madre María de San José, Seville",letter,1582,7,6,Burgos,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
456,"456. To Sister Leonor de la Misericordia, Soria",letter,1582,7,7,Burgos,Sister Leonor de la Misericordia,Soria,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
457,"457. To Madre María de San José, Seville",letter,1582,7,14,Burgos,Madre María de San José,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
458,"458. To Madre Tomasina Bautista, Burgos",letter,1582,8,3,Palencia,Madre Tomasina Bautista,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
459,"459. To Doña Catalina de Tolosa, Burgos",letter,1582,8,3,Palencia,Doña Catalina de Tolosa,Burgos,1,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
460,"460. To Doña Teresa de Layz, in Alba",letter,1582,8,6,Palencia,Doña Teresa de Layz,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
461,"461. To Madre Tomasina Bautista, Burgos",letter,1582,8,9,Palencia,Madre Tomasina Bautista,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
462,"462. To Don Sancho Dávila, Alba",letter,1582,8,12,Palencia,Don Sancho Dávila,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
463,"463. To Madre Ana de los Angeles, Toledo",letter,1582,8,26,Valladolid,Madre Ana de los Angeles,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
464,"464. To Madre Tomasina Bautista, Burgos",letter,1582,8,27,Valladolid,Madre Tomasina Bautista,Burgos,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
465,"465. To Padre Jerónimo Gracián, Seville",letter,1582,9,1,Valladolid,Padre Jerónimo Gracián,Seville,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
466,"466. To Madre Ana de los Angeles, Toledo",letter,1582,9,2,Valladolid,Madre Ana de los Angeles,Toledo,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
467,"467. To Don Pedro Sánchez, Alba",letter,1582,9,5,Valladolid,Don Pedro Sánchez,Alba,0,1,StTeresaLetters2,,"Kieran Kavanaugh, O.C.D.",,,
468,"468. To Madre Catalina de Cristo, Soria",letter,1582,9,15,Valladolid-Medina,Madre Catalina de Cristo,Soria,1,1,StTeresaLetters2,brevet påbegyndt i valladolid og afsluttet i Medina,"Kieran Kavanaugh, O.C.D.",,,
469,"The book of her life, prolog",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,bogen dækker hendes første 50 år,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
470,"The book of her life, CHP 1",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
471,"The book of her life, CHP 2",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
472,"The book of her life, CHP 3",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
473,"The book of her life, CHP 4",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
474,"The book of her life, CHP 5-6",book,NA,NA,NA,NA,NA,NA,0,2,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
475,"The book of her life, CHP 7-9",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
476,"The book of her life, CHP 10-14",book,NA,NA,NA,NA,NA,NA,0,5,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
477,"The book of her life, CHP 15-17",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
478,"The book of her life, CHP 18-20",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
479,"The book of her life, CHP 21-23",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
480,"The book of her life, CHP 24-26",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
481,"The book of her life, CHP 27-29",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
482,"The book of her life, CHP 30-32",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
483,"The book of her life, CHP 33-35",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
484,"The book of her life, CHP 36-38",book,NA,NA,NA,NA,NA,NA,0,3,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
485,"The book of her life, CHP 39-40",book,NA,NA,NA,NA,NA,NA,0,2,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
486,"The book of her life, epilog",book,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
487,1. Her spiritual state and manner of prayer,tes,1560,NA,NA,Avila,"Pedro Ibáñez, O.P",NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
488,2. Detachment and other virtues flowing from God's favors,tes,1562,NA,NA,Toledo,"Pedro Ibáñez, O.P.",NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
489,3. General account of her state of soul,tes,1563,NA,NA,Avila,"García de Toledo, O.P.",NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
490,4. Prophecy of her death,tes,1569,11,17,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
491,5. God's standards are different from the world's,tes,1570,NA,NA,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
492,6. Our Lord encourages her to make more foundations and to write their history,tes,1570,2,9,Malagón,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
493,7. A message to be given,tes,1570,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
494,8. Right intention and detachment,tes,1570,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
495,9. Public raptures,tes,1570,NA,NA ,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
496,10. Surrender and joy in God,tes,1571,NA,NA,Salamanca or Alba,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
497,"11. Take courage, the order of the Blessed Virgin will flourish",tes,1571,2,NA,Salamanca,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
498,12. Transpiercing of the soul,tes,1571,4,15,Salamanca,"her confessor Martín Gutiérrez, S.J",NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
499,13. An intellectual vision of the Blessed Trinity,tes,1571,5,29,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
500,14. Habitual experience of the indwelling Trinity,tes,1571,6,30,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
501,15. Enclosure and the will of God,tes,1571,7,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
502,16. Prayer for her brother Agustín de Ahumada,tes,1571,7,10,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
503,17. Desires for death,tes,1571,7,22,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
504,18. Prophecy about St. Joseph's at Avila,tes,1571,NA,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
505,19. Penance and obedience,tes,1571,NA,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
506,20. Intellectual vision of a soul in grace and in sin,tes,1571,NA,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
507,21. Her vision of our Lady in the choir of the Incarnation,tes,1572,1,19,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
508,22. Eucharistic experience,tes,1572,3,30,Avila?,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
509,23. Am I not your God,tes,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
510,24. True humility -- Put my counsels in writing,tes,1572,NA,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
511,25. The nature of union,tes,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
512,26. Do not renounce what awakens love,tes,NA,NA,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
513,27.  Spiritual improvement at the Incarnation,tes,1572,6,NA,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
514,28. A favor on St. Mary Magdalene's feast,tes,1572,7,22,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
515,29. Infused knowledge of the Blessed Trinity,tes,1572,9,22,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
516,30. Her mission in Carmel,tes,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
517,31. Spiritual Marriage,tes,1572,11,18,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
518,32. The way of suffering and love,tes,1572,NA,NA,Avila?,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
519,33. A prophetic vision of victory for her Carmel,tes,1572,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
520,34. A spiritual token,tes,1575,NA,NA,Beas,NA,NA,1,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
521,35. The vow of obedience to Father Gracián,tes,1575,5,23,"Ecija, Andalusia",NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
522,36. The vow of obedience to Father Gracián,tes,1575,4,,Beas,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
523,37. Desire to love and serve the Lord,tes,NA,7,22,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
524,38. Locution about Father Gracián,tes,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
525,39.  Establishing a feast of our Lady,tes,1575,8,9,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
526,40. God's omnipresence,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
527,41. The constitutions and the Lord's law,tes,1575,8,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
528,42. Infused knowledge of the Trinity,tes,1575,8,28,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
529,43. Renewal of vows in our Lady's hands,tes,1575,9,8,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
530,44. Union with Christ in the Eucharist,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
531,45. The reform of the monastery of Paterna,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
532,46. An effect of the spiritual marriage,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
533,47. The value of good works,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
534,48. The Lord tells her to record His words,tes,NA,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
535,49. God's presence in the soul,tes,1575,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
536,50. Father Gracián's health,tes,NA,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
537,51. The indwelling of the Blessed Trinity,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
538,52. Deep secrets revealed in Communion,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
539,53. Intellectual vision of the Lord's nearness,tes,1575,11,8,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
540,54. Vision of Father Gracián,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
541,55. The feast of the Presentation of our Lady in the temple,tes,1575,11,21,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
542,56. Infused understanding of a Magnificent verse,tes,1575,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
543,57. Revelation about the survival of her Carmel,tes,1576,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
544,58. Account of her spiritual life for the Inquisitor of Seville,tes,1576,NA,NA,Seville,"Rodrigo Alvarez, S.J.",NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
545,59. The degrees of infused prayer,tes,1576,NA,NA,Seville,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
546,60. Changing confessors,tes,1576,8,NA,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
547,61. Perfection and poor health,tes,1577,11,21,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
548,62. Self-love and the desire for penance,tes,1577,NA,NA,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
549,63. Forgiveness of sins,tes,1577,NA,NA,Toledo,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
550,64. Counsels for the Discalced Fathers,tes,1579,6,6,Avila,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
551,65. The present state of her spiritual life,tes,1581,NA,NA,Palencia,Dr. Alonso Velázquez,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
552,1 Separation from God,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,The autograph of this work (the soliloquies)has not been preserved. A complete copy is available though.,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
553,2 Solitude and thirst for souls,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
554,3 Merciful Redeemer and just Judge,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
555,4 Recovering lost time,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
556,5 Loving complaints and petitions; Martha's complaint,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
557,6 Painful longing for God,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
558,7 Your delight is to be with the children of the earth,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
559,8 Cure the blindness caused by our evil deeds,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
560,9 You give living water to the thirsty,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
561,10 Raise up sinners from their death,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
562,11 The fear of endless torments,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
563,12 Those who withdraw from God are sick people,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
564,13 The souls of the blessed help us in our misery,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
565,14 The love and the wrath of God,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
566,15 The suffering of longing for God,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
567,16 The wounds of love,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
568,17 All my good is in pleasing You,sol,NA,NA,NA,NA,NA,NA,0,1,StTeresaVol1,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
569,THE WAY OF PERFECTION,book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
570,Prologue,book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
571,"The way of perfection, CHP 1-3",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
572,"The way of perfection, CHP 4-6",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
573,"The way of perfection, footnote CHP 4",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
574,"The way of perfection, footnote CHP 2",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
575,"The way of perfection, footnote CHP 5",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
576,"The way of perfection, footnote CHP 5",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
577,"The way of perfection, footnote CHP 5",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
578,"The way of perfection, CHP 7-9",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
579,"The way of perfection, footnote CHP 7",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
580,"The way of perfection, CHP 10-12",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
581,"The way of perfection, footnote CHP 10",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
582,"The way of perfection, footnote CHP 12",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
583,"The way of perfection, CHP 13-15",book,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,3,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
584,"The way of perfection, footnote CHP 13",footnote,1566,NA,NA,NA,the carmelite nuns - Teresas sisters,NA,0,1,StTeresaVol2,,"Kieran Kavanaugh, O.C.D. & Otilio Rodriguez, O.C.D.",,,
